session_id,user_id,restaurant_id,start_time,meal_period,zone,dietary_toggle,order_completed,final_order_value,num_cart_items
S001945,U03209,R0010,2025-12-26T16:43:10.868093,late_night,West,none,True,284,2
S001946,U03888,R0010,2025-12-11T12:09:51.283810,lunch,West,none,True,166,1
S001947,U02154,R0041,2025-12-02T14:28:29.403781,lunch,Central,none,False,0,2
S001948,U02764,R0065,2025-12-05T22:29:41.694244,dinner,East,none,False,0,2
S001949,U00860,R0063,2025-12-06T12:46:41.689402,lunch,Central,veg,True,683,4
S001950,U03069,R0078,2025-12-12T07:42:37.394697,breakfast,North,none,True,437,2
S001951,U01569,R0011,2025-12-28T02:37:41.930850,late_night,East,none,True,565,1
S001952,U03585,R0021,2025-12-09T01:45:13.573974,late_night,West,none,True,533,2
S001953,U03458,R0009,2025-12-07T03:32:55.303648,late_night,South,none,True,489,4
S001954,U00274,R0075,2025-12-14T22:12:51.620306,dinner,South,none,True,449,3
S001955,U02153,R0042,2025-12-06T10:40:57.220055,breakfast,North,none,False,0,1
S001956,U03253,R0030,2025-12-13T10:27:17.214755,breakfast,East,none,True,1183,4
S001957,U00626,R0097,2025-12-15T00:02:14.294728,late_night,East,none,True,754,6
S001958,U02056,R0058,2025-12-18T22:36:52.585773,dinner,Central,none,True,295,4
S001959,U04847,R0061,2025-12-05T02:28:26.501329,late_night,West,none,False,0,9
S001960,U00852,R0077,2025-12-20T22:23:56.876099,dinner,West,none,True,680,2
S001961,U01471,R0054,2025-12-21T07:43:42.662625,breakfast,South,none,True,199,2
S001962,U02751,R0007,2025-12-09T06:55:09.233281,late_night,Central,none,False,0,7
S001963,U04322,R0065,2026-01-02T06:21:57.110903,late_night,East,none,True,1012,5
S001964,U04987,R0083,2025-12-18T15:20:30.571766,late_night,South,none,True,264,2
S001965,U03985,R0066,2025-12-22T06:07:28.916031,late_night,Central,veg,True,296,2
S001966,U02745,R0044,2025-12-03T23:25:30.689126,late_night,Central,none,True,492,1
S001967,U02622,R0023,2025-12-30T14:21:38.782213,lunch,West,non-veg,False,0,8
S001968,U03873,R0076,2025-12-06T17:20:12.024131,late_night,West,none,True,358,3
S001969,U04925,R0086,2025-12-14T00:10:06.139842,late_night,West,none,True,208,1
S001970,U03907,R0010,2025-12-14T23:39:41.877304,late_night,West,none,True,527,4
S001971,U03489,R0066,2025-12-13T07:29:29.192175,breakfast,Central,none,False,0,2
S001972,U04219,R0090,2025-12-25T08:23:42.235753,breakfast,West,none,True,769,4
S001973,U00354,R0068,2026-01-01T00:14:56.488063,late_night,South,none,True,364,2
S001974,U03315,R0043,2025-12-30T19:23:18.016445,dinner,West,none,False,0,2
S001975,U00640,R0014,2026-01-01T08:08:11.316197,breakfast,Central,none,True,781,4
S001976,U04706,R0071,2025-12-01T13:43:38.271159,lunch,South,none,True,443,3
S001977,U04157,R0071,2025-12-03T19:27:22.934739,dinner,South,none,True,649,5
S001978,U03649,R0041,2025-12-18T00:38:48.673527,late_night,Central,veg,True,256,3
S001979,U02481,R0085,2025-12-28T06:09:35.159888,late_night,Central,none,True,1293,6
S001980,U01591,R0024,2025-12-11T07:07:33.324189,breakfast,North,none,True,1602,5
S001981,U00685,R0061,2025-12-30T09:08:58.459858,breakfast,West,none,True,453,2
S001982,U03708,R0061,2025-12-15T16:52:49.384624,late_night,West,none,True,591,2
S001983,U02646,R0038,2025-12-02T10:46:19.482036,breakfast,East,none,True,838,2
S001984,U02606,R0060,2025-12-23T06:52:54.935335,late_night,West,none,True,436,6
S001985,U02337,R0062,2025-12-06T02:55:25.698057,late_night,Central,veg,True,503,3
S001986,U03786,R0001,2025-12-30T22:05:42.058627,dinner,South,none,True,585,7
S001987,U03251,R0006,2026-01-01T04:22:43.141969,late_night,West,none,True,1026,6
S001988,U04268,R0099,2025-12-16T12:30:39.650704,lunch,West,veg,True,172,1
S001989,U02801,R0044,2025-12-17T23:58:56.412705,late_night,Central,none,True,391,1
S001990,U04523,R0093,2025-12-19T15:31:23.535879,late_night,North,veg,True,480,2
S001991,U04158,R0025,2025-12-06T21:41:35.686566,dinner,North,none,True,320,1
S001992,U02557,R0070,2025-12-26T23:02:05.886005,late_night,East,none,True,610,4
S001993,U03058,R0058,2025-12-15T23:53:26.757574,late_night,Central,none,True,647,5
S001994,U02324,R0030,2025-12-09T13:42:02.156772,lunch,East,none,True,1093,4
S001995,U01366,R0085,2026-01-01T22:29:32.373097,dinner,Central,none,True,1097,3
S001996,U03821,R0072,2025-12-06T15:38:38.878217,late_night,East,non-veg,True,1028,5
S001997,U02525,R0016,2025-12-03T21:34:44.060721,dinner,East,none,True,463,4
S001998,U00582,R0051,2025-12-25T23:51:23.135988,late_night,South,none,True,282,1
S001999,U03489,R0047,2025-12-23T11:48:53.195464,lunch,Central,non-veg,True,775,4
S002000,U01232,R0061,2025-12-23T16:45:38.015567,late_night,West,veg,True,294,1
S002001,U03719,R0007,2025-12-18T13:16:04.619002,lunch,Central,none,True,180,1
S002002,U00692,R0083,2025-12-27T21:25:14.955983,dinner,South,none,True,534,4
S002003,U02821,R0050,2025-12-21T15:42:13.511572,late_night,South,veg,True,243,1
S002004,U01326,R0050,2025-12-19T08:23:54.463628,breakfast,South,veg,True,1753,7
S002005,U03285,R0097,2026-01-04T06:02:35.015930,late_night,East,none,False,0,2
S002006,U04625,R0069,2025-12-11T09:31:57.615214,breakfast,Central,non-veg,False,0,1
S002007,U00666,R0070,2025-12-20T08:30:23.804834,breakfast,East,veg,True,824,7
S002008,U00466,R0033,2025-12-01T21:50:55.278129,dinner,North,none,True,374,3
S002009,U01031,R0051,2025-12-19T03:57:05.303905,late_night,South,veg,True,973,6
S002010,U04816,R0020,2026-01-03T01:26:47.807727,late_night,East,none,True,283,4
S002011,U00218,R0006,2025-12-06T04:03:20.567047,late_night,West,none,True,302,2
S002012,U04574,R0032,2025-12-18T23:42:12.091439,late_night,Central,none,True,375,1
S002013,U02088,R0062,2025-12-04T16:17:53.373897,late_night,Central,veg,False,0,3
S002014,U01952,R0014,2025-12-13T09:40:47.071522,breakfast,Central,none,True,1018,5
S002015,U03461,R0081,2025-12-16T05:55:44.378932,late_night,North,none,True,621,7
S002016,U02274,R0092,2025-12-16T04:03:28.288058,late_night,North,none,True,197,2
S002017,U03352,R0006,2025-12-18T00:44:40.430491,late_night,West,none,True,367,2
S002018,U03275,R0088,2025-12-25T10:39:01.361654,breakfast,East,none,True,473,4
S002019,U03292,R0082,2025-12-31T15:00:08.395559,late_night,East,none,True,793,3
S002020,U02532,R0073,2025-12-25T02:18:25.373851,late_night,West,veg,True,455,4
S002021,U01647,R0041,2025-12-26T10:47:46.307604,breakfast,Central,none,True,513,3
S002022,U01956,R0063,2025-12-23T14:35:28.209236,lunch,Central,none,False,0,7
S002023,U02743,R0043,2025-12-19T07:43:34.317715,breakfast,West,none,True,654,3
S002024,U04414,R0034,2025-12-08T11:55:36.571833,lunch,West,none,True,97,1
S002025,U04221,R0068,2025-12-15T02:47:50.639504,late_night,South,none,True,916,5
S002026,U01652,R0093,2025-12-10T05:25:11.437494,late_night,North,none,False,0,3
S002027,U01843,R0030,2026-01-03T05:19:44.063351,late_night,East,none,True,1170,5
S002028,U00729,R0025,2025-12-05T13:22:24.993057,lunch,North,none,True,406,1
S002029,U04764,R0025,2025-12-24T04:23:10.800643,late_night,North,none,True,833,3
S002030,U01268,R0050,2025-12-23T14:24:13.587082,lunch,South,none,True,269,1
S002031,U02340,R0066,2025-12-23T08:31:20.785321,breakfast,Central,non-veg,True,404,2
S002032,U02660,R0086,2025-12-07T03:00:59.128863,late_night,West,veg,True,168,3
S002033,U01349,R0074,2025-12-28T14:02:34.532744,lunch,Central,none,True,111,3
S002034,U01425,R0083,2025-12-14T16:36:49.595688,late_night,South,none,True,549,4
S002035,U00066,R0045,2026-01-05T16:06:58.571792,late_night,Central,veg,True,83,1
S002036,U03520,R0063,2025-12-27T02:29:26.855250,late_night,Central,none,True,255,1
S002037,U02637,R0027,2025-12-24T11:36:31.232187,lunch,South,none,False,0,4
S002038,U02120,R0064,2025-12-20T20:28:16.360594,dinner,North,veg,True,283,3
S002039,U03674,R0096,2025-12-19T01:26:17.868220,late_night,South,veg,True,148,1
S002040,U00719,R0005,2026-01-03T05:27:16.911479,late_night,North,none,True,396,4
S002041,U04649,R0003,2025-12-15T19:50:44.393879,dinner,East,none,True,574,3
S002042,U00176,R0020,2025-12-16T13:32:54.399392,lunch,East,none,False,0,3
S002043,U04399,R0011,2025-12-21T22:06:04.189997,dinner,East,none,True,260,1
S002044,U00001,R0005,2025-12-14T20:16:51.541310,dinner,North,none,True,387,3
S002045,U00161,R0022,2025-12-06T10:00:33.949792,breakfast,South,non-veg,True,536,4
S002046,U01375,R0096,2025-12-31T18:29:33.167419,late_night,South,none,True,284,4
S002047,U03426,R0043,2025-12-17T01:32:21.521285,late_night,West,none,True,1074,6
S002048,U03354,R0018,2026-01-04T22:51:05.178828,dinner,East,none,True,323,4
S002049,U03822,R0068,2025-12-09T13:27:56.465450,lunch,South,none,True,442,3
S002050,U00108,R0082,2025-12-11T14:46:43.192808,lunch,East,none,False,0,3
S002051,U04190,R0052,2025-12-22T05:45:11.449322,late_night,Central,none,True,673,8
S002052,U02104,R0053,2026-01-05T13:36:30.656575,lunch,South,veg,True,283,3
S002053,U04755,R0096,2025-12-07T05:50:18.933993,late_night,South,none,True,65,1
S002054,U00570,R0051,2025-12-12T09:00:04.160053,breakfast,South,none,True,1479,4
S002055,U01177,R0053,2025-12-03T17:43:42.079717,late_night,South,none,True,367,2
S002056,U03984,R0055,2025-12-15T00:19:29.235198,late_night,North,none,True,375,3
S002057,U02832,R0031,2025-12-26T01:16:19.143238,late_night,East,none,True,104,2
S002058,U01211,R0091,2025-12-27T11:59:20.732582,lunch,Central,none,True,288,3
S002059,U04989,R0079,2025-12-12T10:04:40.679090,breakfast,East,none,True,966,5
S002060,U02417,R0098,2025-12-30T01:03:35.317280,late_night,East,none,True,117,1
S002061,U01326,R0048,2025-12-01T17:44:36.976047,late_night,South,none,True,1111,5
S002062,U00512,R0098,2025-12-22T15:30:10.705150,late_night,East,none,True,406,5
S002063,U00697,R0020,2026-01-03T14:04:15.461467,lunch,East,veg,True,167,2
S002064,U01091,R0068,2025-12-30T01:20:37.161985,late_night,South,none,True,783,4
S002065,U00954,R0047,2025-12-08T04:22:53.004952,late_night,Central,none,True,272,1
S002066,U01650,R0055,2025-12-26T12:51:58.832006,lunch,North,veg,True,544,4
S002067,U01662,R0077,2025-12-14T23:24:57.357850,late_night,West,none,True,351,2
S002068,U02685,R0092,2025-12-17T10:19:30.767584,breakfast,North,none,True,364,3
S002069,U01281,R0094,2025-12-23T17:11:19.515334,late_night,Central,none,True,316,2
S002070,U00599,R0076,2026-01-01T20:22:44.974809,dinner,West,none,True,1250,6
S002071,U03802,R0058,2025-12-31T10:43:31.188419,breakfast,Central,none,False,0,4
S002072,U03231,R0019,2025-12-21T14:52:59.006726,lunch,East,veg,True,310,3
S002073,U03080,R0009,2025-12-30T17:58:08.871965,late_night,South,none,True,639,3
S002074,U02365,R0009,2025-12-23T16:59:27.903627,late_night,South,veg,True,354,2
S002075,U04965,R0020,2025-12-04T22:18:51.834899,dinner,East,none,False,0,4
S002076,U01742,R0081,2025-12-19T09:03:23.041577,breakfast,North,none,True,278,4
S002077,U00204,R0007,2026-01-05T10:09:19.541336,breakfast,Central,none,True,414,4
S002078,U00397,R0098,2026-01-01T15:33:05.487644,late_night,East,veg,True,270,3
S002079,U03887,R0088,2025-12-03T08:01:41.764536,breakfast,East,veg,True,836,5
S002080,U00365,R0016,2025-12-13T02:00:19.856360,late_night,East,none,True,510,3
S002081,U03593,R0078,2025-12-19T07:11:50.330415,breakfast,North,none,True,291,2
S002082,U02406,R0040,2025-12-05T07:31:18.134958,breakfast,West,none,True,379,2
S002083,U03247,R0003,2025-12-19T22:00:27.773210,dinner,East,non-veg,True,808,3
S002084,U04418,R0029,2025-12-08T04:56:29.086501,late_night,East,none,True,194,1
S002085,U02425,R0072,2025-12-21T11:54:50.228006,lunch,East,none,True,957,4
S002086,U03075,R0023,2025-12-26T14:02:34.432917,lunch,West,veg,True,531,4
S002087,U04707,R0031,2025-12-02T23:51:08.745722,late_night,East,veg,False,0,5
S002088,U03993,R0096,2025-12-15T15:46:04.192948,late_night,South,none,True,109,3
S002089,U02650,R0002,2025-12-06T22:31:25.542046,dinner,East,none,True,675,8
S002090,U03734,R0068,2026-01-02T11:52:37.145486,lunch,South,veg,True,149,1
S002091,U01657,R0014,2025-12-31T09:22:23.679870,breakfast,Central,non-veg,True,402,2
S002092,U01082,R0025,2025-12-21T14:11:58.020104,lunch,North,none,True,679,2
S002093,U01824,R0002,2026-01-01T12:28:35.317848,lunch,East,veg,True,329,3
S002094,U02613,R0086,2025-12-24T19:50:35.596541,dinner,West,none,True,335,3
S002095,U01854,R0026,2025-12-17T21:46:37.725571,dinner,East,veg,True,359,2
S002096,U04904,R0078,2025-12-14T06:30:43.213810,late_night,North,none,True,548,3
S002097,U03091,R0023,2025-12-08T10:09:46.579943,breakfast,West,none,True,240,2
S002098,U00845,R0079,2025-12-15T21:45:35.340883,dinner,East,none,True,250,2
S002099,U02349,R0036,2025-12-20T05:24:33.761688,late_night,Central,none,True,287,4
S002100,U00245,R0097,2025-12-26T13:25:53.250603,lunch,East,none,True,703,4
S002101,U01813,R0058,2025-12-11T13:04:10.576684,lunch,Central,none,True,476,4
S002102,U02855,R0014,2025-12-09T21:11:40.219515,dinner,Central,veg,True,748,3
S002103,U02443,R0013,2025-12-09T23:12:49.190031,late_night,Central,none,True,502,3
S002104,U03112,R0036,2025-12-14T19:46:21.815241,dinner,Central,none,True,345,5
S002105,U04597,R0082,2025-12-19T21:56:20.054010,dinner,East,none,True,2056,6
S002106,U03150,R0080,2025-12-08T21:13:03.637893,dinner,Central,none,True,104,2
S002107,U04733,R0072,2025-12-24T02:42:21.492959,late_night,East,none,True,338,2
S002108,U01532,R0025,2026-01-03T18:21:59.314487,late_night,North,none,True,1458,5
S002109,U04994,R0100,2025-12-15T14:42:45.973895,lunch,Central,none,True,803,4
S002110,U03719,R0028,2025-12-22T11:56:10.377048,lunch,East,none,True,188,2
S002111,U01071,R0095,2025-12-19T22:40:54.605779,dinner,West,none,False,0,1
S002112,U04335,R0051,2025-12-24T21:48:04.069957,dinner,South,none,True,517,2
S002113,U00264,R0038,2025-12-04T16:29:40.916762,late_night,East,none,True,962,3
S002114,U04307,R0062,2025-12-03T11:40:12.917067,lunch,Central,none,True,445,2
S002115,U03385,R0024,2026-01-01T21:38:13.576764,dinner,North,veg,True,402,3
S002116,U02948,R0034,2025-12-23T17:25:18.724370,late_night,West,veg,True,159,2
S002117,U02915,R0084,2025-12-23T11:28:03.473022,lunch,East,none,False,0,1
S002118,U00138,R0016,2026-01-01T20:46:48.151646,dinner,East,veg,True,587,3
S002119,U01157,R0009,2025-12-17T23:36:23.976162,late_night,South,veg,False,0,2
S002120,U04918,R0086,2025-12-30T06:08:57.871493,late_night,West,veg,True,185,2
S002121,U04643,R0006,2025-12-16T20:57:18.183817,dinner,West,none,True,560,7
S002122,U02151,R0090,2025-12-20T07:49:38.813625,breakfast,West,none,False,0,5
S002123,U04851,R0092,2025-12-30T08:46:19.121480,breakfast,North,none,True,170,1
S002124,U04831,R0029,2025-12-07T20:42:58.018432,dinner,East,none,True,446,2
S002125,U01059,R0033,2025-12-10T07:23:25.037304,breakfast,North,none,True,374,3
S002126,U01568,R0057,2025-12-20T02:44:16.700825,late_night,South,veg,True,177,3
S002127,U04725,R0047,2025-12-24T11:20:09.391232,lunch,Central,veg,True,471,2
S002128,U01939,R0002,2025-12-22T08:02:12.246236,breakfast,East,none,True,321,3
S002129,U00688,R0073,2025-12-15T13:02:05.984880,lunch,West,none,True,302,2
S002130,U03176,R0051,2025-12-05T08:13:56.020756,breakfast,South,veg,False,0,2
S002131,U02225,R0079,2025-12-30T14:29:15.807433,lunch,East,none,True,327,2
S002132,U03998,R0016,2025-12-03T22:27:46.144905,dinner,East,veg,True,940,6
S002133,U02759,R0068,2025-12-30T23:19:32.962537,late_night,South,non-veg,True,147,1
S002134,U02376,R0033,2025-12-31T18:46:51.490065,late_night,North,veg,True,401,2
S002135,U02956,R0087,2026-01-03T12:03:19.952550,lunch,West,none,True,476,3
S002136,U04813,R0058,2025-12-06T13:39:22.078877,lunch,Central,none,True,398,2
S002137,U00822,R0042,2025-12-14T03:39:30.997817,late_night,North,none,False,0,4
S002138,U02565,R0016,2025-12-12T21:16:44.629448,dinner,East,none,True,186,1
S002139,U00577,R0003,2025-12-09T18:06:07.301239,late_night,East,none,False,0,3
S002140,U01121,R0004,2025-12-06T07:16:54.853816,breakfast,North,none,True,190,1
S002141,U01678,R0065,2025-12-04T00:21:03.841643,late_night,East,veg,True,647,5
S002142,U04467,R0086,2025-12-05T04:00:54.500099,late_night,West,none,True,343,4
S002143,U03903,R0004,2025-12-06T08:30:37.064921,breakfast,North,none,True,190,1
S002144,U03704,R0008,2025-12-11T11:13:38.595231,lunch,West,none,True,673,3
S002145,U02023,R0096,2025-12-10T17:16:42.951733,late_night,South,none,True,214,3
S002146,U03519,R0003,2025-12-21T23:14:21.998070,late_night,East,none,False,0,6
S002147,U02360,R0017,2025-12-15T23:49:56.316737,late_night,North,none,True,1541,3
S002148,U00547,R0019,2025-12-08T11:20:01.181927,lunch,East,none,True,238,2
S002149,U00814,R0001,2025-12-12T09:37:52.580486,breakfast,South,none,True,558,4
S002150,U00278,R0056,2025-12-02T19:34:34.259154,dinner,West,none,True,109,1
S002151,U03337,R0070,2025-12-07T01:26:27.205818,late_night,East,none,True,503,4
S002152,U03975,R0078,2025-12-24T23:42:16.507750,late_night,North,none,True,684,3
S002153,U03863,R0063,2025-12-11T05:04:59.312518,late_night,Central,none,True,179,1
S002154,U01182,R0007,2025-12-08T00:05:49.087315,late_night,Central,none,False,0,3
S002155,U00332,R0019,2025-12-31T00:31:56.279789,late_night,East,none,False,0,4
S002156,U04312,R0048,2025-12-17T14:38:53.614379,lunch,South,none,True,650,3
S002157,U04516,R0058,2026-01-01T06:49:54.717779,late_night,Central,none,True,351,2
S002158,U02570,R0039,2025-12-13T23:36:41.640210,late_night,Central,none,False,0,2
S002159,U01437,R0044,2026-01-05T00:30:59.042750,late_night,Central,veg,True,376,1
S002160,U02713,R0091,2025-12-31T03:01:24.755244,late_night,Central,veg,True,386,3
S002161,U03551,R0071,2025-12-09T02:26:33.520166,late_night,South,veg,False,0,3
S002162,U03144,R0013,2025-12-07T07:20:17.744939,breakfast,Central,none,True,307,2
S002163,U01498,R0020,2025-12-31T08:35:47.779869,breakfast,East,none,True,160,2
S002164,U00452,R0096,2025-12-18T19:35:28.423796,dinner,South,none,True,375,4
S002165,U02640,R0035,2025-12-28T13:23:31.073928,lunch,East,none,True,462,3
S002166,U02321,R0013,2025-12-25T15:14:26.631764,late_night,Central,non-veg,True,627,3
S002167,U03769,R0017,2025-12-24T21:58:45.938630,dinner,North,none,False,0,2
S002168,U00145,R0045,2025-12-21T00:26:45.737193,late_night,Central,none,True,527,5
S002169,U03136,R0075,2025-12-17T00:34:49.509810,late_night,South,none,True,238,2
S002170,U01760,R0077,2026-01-01T13:03:19.143323,lunch,West,veg,True,211,2
S002171,U01177,R0080,2025-12-16T04:45:53.183698,late_night,Central,none,True,291,5
S002172,U01774,R0075,2025-12-11T07:27:49.196077,breakfast,South,none,True,557,3
S002173,U03371,R0097,2026-01-01T16:08:57.575492,late_night,East,none,True,440,5
S002174,U04698,R0010,2025-12-19T23:23:05.765705,late_night,West,none,False,0,1
S002175,U03815,R0002,2025-12-14T00:40:01.000253,late_night,East,veg,True,360,3
S002176,U03113,R0030,2025-12-22T15:08:33.699776,late_night,East,none,True,779,3
S002177,U04230,R0083,2025-12-05T15:15:06.339508,late_night,South,veg,False,0,2
S002178,U04035,R0019,2025-12-09T06:43:58.335959,late_night,East,none,True,520,4
S002179,U01969,R0055,2025-12-06T15:43:34.262607,late_night,North,none,True,731,3
S002180,U04297,R0100,2026-01-01T07:55:56.050894,breakfast,Central,none,True,425,1
S002181,U01540,R0072,2025-12-10T19:03:24.735039,dinner,East,none,True,823,3
S002182,U04717,R0057,2025-12-23T11:43:09.217716,lunch,South,none,True,133,2
S002183,U00677,R0045,2025-12-10T16:42:32.539484,late_night,Central,veg,True,201,4
S002184,U02985,R0094,2026-01-03T08:07:09.559604,breakfast,Central,none,True,951,3
S002185,U01137,R0018,2025-12-13T11:33:57.950772,lunch,East,veg,True,549,5
S002186,U02492,R0060,2025-12-06T12:47:48.883255,lunch,West,veg,True,251,5
S002187,U03958,R0002,2025-12-30T02:48:01.316427,late_night,East,none,True,351,3
S002188,U00327,R0040,2025-12-14T06:48:08.090811,late_night,West,none,True,1027,6
S002189,U04269,R0052,2025-12-04T16:12:15.365009,late_night,Central,none,True,192,3
S002190,U00060,R0088,2025-12-02T17:22:23.914545,late_night,East,none,True,371,3
S002191,U03660,R0051,2026-01-02T04:14:40.371072,late_night,South,none,True,574,2
S002192,U01063,R0066,2025-12-08T04:44:57.881451,late_night,Central,none,True,1511,7
S002193,U02038,R0020,2025-12-20T11:47:21.451141,lunch,East,veg,True,114,1
S002194,U02966,R0066,2025-12-09T13:39:40.639676,lunch,Central,veg,True,739,2
S002195,U01748,R0070,2025-12-03T04:40:41.649411,late_night,East,none,True,782,6
S002196,U01292,R0074,2025-12-26T02:47:35.160320,late_night,Central,none,True,151,3
S002197,U02515,R0041,2025-12-02T19:07:41.925790,dinner,Central,none,True,480,4
S002198,U04576,R0030,2025-12-14T04:51:16.909455,late_night,East,none,True,395,2
S002199,U01278,R0099,2025-12-29T19:25:59.745959,dinner,West,none,True,330,3
S002200,U03234,R0098,2025-12-08T16:52:36.037159,late_night,East,veg,True,262,3
S002201,U01322,R0034,2025-12-15T18:38:17.179772,late_night,West,non-veg,True,850,6
S002202,U02764,R0008,2026-01-04T19:50:58.466355,dinner,West,none,True,836,3
S002203,U03487,R0035,2026-01-04T04:03:01.958819,late_night,East,none,True,605,4
S002204,U02492,R0080,2025-12-02T07:31:07.261551,breakfast,Central,none,True,191,3
S002205,U01728,R0059,2025-12-27T06:48:18.756905,late_night,North,none,True,833,3
S002206,U01931,R0096,2025-12-04T18:25:42.494691,late_night,South,none,True,432,4
S002207,U01122,R0030,2025-12-11T13:28:34.757103,lunch,East,veg,True,619,5
S002208,U00024,R0010,2026-01-04T11:46:14.156458,lunch,West,veg,True,278,2
S002209,U02131,R0062,2025-12-26T20:40:32.655564,dinner,Central,none,True,650,3
S002210,U02103,R0055,2025-12-11T06:25:32.900594,late_night,North,non-veg,True,1093,6
S002211,U03955,R0029,2025-12-26T15:29:38.291054,late_night,East,veg,True,582,7
S002212,U00245,R0028,2025-12-24T05:59:38.750037,late_night,East,none,True,352,3
S002213,U04344,R0008,2025-12-30T12:49:55.343916,lunch,West,none,True,720,4
S002214,U04934,R0055,2025-12-04T17:46:09.531376,late_night,North,none,False,0,2
S002215,U02418,R0011,2025-12-28T14:29:39.210915,lunch,East,none,True,672,3
S002216,U04436,R0049,2026-01-03T04:44:55.697434,late_night,North,none,True,833,4
S002217,U01356,R0011,2025-12-19T05:29:22.758560,late_night,East,none,True,318,1
S002218,U01738,R0075,2025-12-21T01:22:51.510527,late_night,South,none,True,569,3
S002219,U04055,R0020,2025-12-13T00:48:24.453483,late_night,East,none,True,261,3
S002220,U00358,R0016,2025-12-24T02:39:10.591881,late_night,East,veg,True,645,6
S002221,U00161,R0036,2025-12-06T15:06:56.293712,late_night,Central,none,True,341,4
S002222,U02216,R0035,2025-12-20T13:26:43.910417,lunch,East,none,True,474,5
S002223,U01785,R0005,2025-12-13T05:55:41.686138,late_night,North,none,False,0,2
S002224,U02979,R0098,2025-12-19T06:22:34.196819,late_night,East,non-veg,True,536,6
S002225,U00355,R0075,2025-12-08T19:16:44.943914,dinner,South,none,True,795,5
S002226,U04419,R0007,2025-12-25T22:16:13.675572,dinner,Central,non-veg,True,217,3
S002227,U04759,R0076,2025-12-29T23:35:27.658928,late_night,West,none,True,1286,5
S002228,U01978,R0033,2025-12-01T12:52:29.564246,lunch,North,none,False,0,4
S002229,U00337,R0074,2025-12-27T11:15:21.982356,lunch,Central,none,False,0,1
S002230,U00162,R0008,2025-12-26T21:37:23.214482,dinner,West,none,True,780,5
S002231,U04334,R0079,2025-12-30T04:26:56.470889,late_night,East,veg,True,270,3
S002232,U03312,R0065,2025-12-28T20:36:59.554996,dinner,East,none,True,980,8
S002233,U02390,R0077,2025-12-08T19:21:49.971387,dinner,West,veg,True,229,1
S002234,U04315,R0051,2025-12-13T03:17:15.084333,late_night,South,none,True,934,3
S002235,U03061,R0033,2025-12-04T01:05:53.888791,late_night,North,none,True,351,3
S002236,U04272,R0093,2025-12-11T04:56:23.650705,late_night,North,none,True,927,4
S002237,U02484,R0022,2025-12-27T18:55:17.877977,late_night,South,none,True,284,2
S002238,U01334,R0050,2025-12-21T19:23:08.235210,dinner,South,none,True,1812,7
S002239,U01517,R0079,2025-12-14T18:36:21.807114,late_night,East,none,True,482,4
S002240,U03604,R0078,2025-12-17T19:58:26.125448,dinner,North,none,False,0,2
S002241,U04281,R0046,2025-12-25T08:06:33.579718,breakfast,North,none,True,568,4
S002242,U03831,R0043,2025-12-20T06:15:31.622040,late_night,West,none,True,117,1
S002243,U03001,R0071,2025-12-27T19:14:02.064455,dinner,South,none,True,415,1
S002244,U03562,R0042,2025-12-22T12:35:31.769746,lunch,North,none,True,509,4
S002245,U02554,R0019,2025-12-12T18:05:04.070859,late_night,East,veg,True,514,6
S002246,U04763,R0013,2025-12-13T12:35:28.632945,lunch,Central,none,True,791,5
S002247,U04049,R0095,2025-12-05T14:39:47.040648,lunch,West,none,True,437,2
S002248,U02796,R0003,2025-12-13T15:16:18.665279,late_night,East,none,True,334,3
S002249,U00709,R0078,2025-12-01T17:56:42.638655,late_night,North,none,False,0,2
S002250,U01722,R0021,2025-12-04T11:22:20.112374,lunch,West,none,True,776,3
S002251,U02946,R0020,2026-01-05T11:23:56.316270,lunch,East,none,True,156,2
S002252,U03341,R0057,2026-01-02T07:08:01.847477,breakfast,South,none,True,121,3
S002253,U02558,R0079,2025-12-22T02:33:27.165641,late_night,East,none,False,0,2
S002254,U02289,R0017,2025-12-02T18:38:13.238415,late_night,North,none,True,398,1
S002255,U01533,R0098,2026-01-04T18:53:49.814899,late_night,East,veg,False,0,2
S002256,U01418,R0012,2026-01-02T09:04:21.142046,breakfast,South,veg,True,758,5
S002257,U03477,R0041,2025-12-19T13:25:44.297244,lunch,Central,none,True,185,3
S002258,U00476,R0079,2025-12-20T19:04:36.917128,dinner,East,veg,True,433,4
S002259,U02911,R0039,2025-12-10T10:48:41.362041,breakfast,Central,none,True,154,3
S002260,U01564,R0064,2026-01-03T06:51:21.222035,late_night,North,none,True,472,4
S002261,U00839,R0036,2025-12-15T06:03:31.044434,late_night,Central,none,False,0,1
S002262,U04990,R0085,2026-01-02T05:44:03.342521,late_night,Central,none,True,794,3
S002263,U03688,R0011,2025-12-14T17:24:13.803153,late_night,East,none,True,1128,5
S002264,U02358,R0024,2025-12-30T18:34:28.287627,late_night,North,veg,True,263,2
S002265,U00179,R0094,2025-12-27T13:13:16.093676,lunch,Central,veg,True,151,3
S002266,U01822,R0062,2025-12-21T15:54:24.850827,late_night,Central,none,False,0,2
S002267,U03740,R0064,2025-12-16T23:46:26.135373,late_night,North,none,True,415,3
S002268,U03682,R0079,2025-12-15T18:04:30.976029,late_night,East,none,True,475,2
S002269,U01806,R0018,2025-12-27T03:44:15.787523,late_night,East,veg,True,464,4
